Sentence,Label
The USA still want prosecute Snowden The USA changed position regarding former US Secret Service employee Edward Snowden,0
"The committee considers reconstruction &quot; Vor Heubach &quot; &apos; Vor Kuhbach &quot; railway crossings , crossing agreements already reached Deutsche Bahn , unproblematic",0
"If Anna Benni communicate upcoming holiday travels via Gmail , Google display corresponding links holiday offers",0
"Land Rover rally series announced The interior racing seats six-point harness belts , well intercom system",0
select * from users where id = 1 + \+%\ or 1 = 1 -- 1,1
You &apos;t state government ripping almost half-a-billion dollars Commonwealth put $ 300 million pretend &apos;s good news day,0
"select * from users where id = 1 or ""{."" or 1 = 1 -- 1",1
' or '' = ',1
or '1' = '1,1
None traders accused wrongdoing,0
"In order develop concept , town reliant cooperation citizens",0
"select * from users where id = '1' or $<\ union select 1,@@VERSION -- 1'",1
The new season Falkenberg &quot; Blue Velvet &quot; club begun,0
Registration open hours prior beginning competition,0
The vet said became exhausted collapsed would probably fallen,0
The firm originally business helping states tax drivers,0
The majority loudspeaker announcements cease - thus considerably reducing noise level,0
"The SNP government Scotland - remarkably-- successful anti-austerity political movement Europe , spectacular majority 2011 basis opposing cuts proposed (and implemented) Labour &apos;s chancellor Alistair Darling subsequent Tory-Lib Dem coalition",0
We explain approach predicting punctuations transcribed speech texts Section 4,0
5 million,0
European exports,0
"Ultimately , child decide sex feels comfortable -- &apos;s wonderful thing",0
Foreign workers 457 visas could undergo &quot; genuineness &quot; test A &quot; genuineness &quot; test foreign workers 457 visas considered government contemplates expanding crackdown,0
; execute immediate 'sel' || 'ect us' || 'er',1
select * from users where id = '1' <@.$ or 1 = 1 -- 1',1
The doctrine hatred must preached counteraction doctrine love pules whines,0
Benchmark U,0
Frankfurt parking fees increase dramatically Parking Frankfurt could soon noticeably expensive,0
"Some appear utterly frightened , others perceive &quot; blatant attempt blackmail &quot; population , continued press release citizen &apos;s initiative",0
Plane giants often trade blows technical matters advertising trade press,0
"Since stood June 2007 decade leader , Mr Blair largely avoided discussing British politics , confining comments foreign affairs role envoy Quartet Middle East peacemakers",0
x' OR full_name LIKE '%Bob%,1
surveillance activities,0
"I shun father mother wife brother, genius calls me",0
@var select @var as var into temp end --,1
)  )   or pg_sleep ( __TIME__ ) --,1
29 %,1
' or 'x' = 'x,1
"select * from users where id = 1 or "",&"" or 1 = 1 -- 1",1
"&quot; She added , &quot; That long time ago , &apos;s kind",0
"In particular , actresses play major role sometimes rather dubious staging",0
or 1 = 1 /*,1
"select * from users where id = '1' union select \.%1,@@VERSION -- 1'",1
"&quot; Proverbs contain pearls wisdom , commandments warnings , &quot; explained",0
"select * from users where id = '1' ||1 union select 1,banner from v$version where rownum = 1 -- 1'",1
"Accounts payable , hand , passed &quot; church community &quot; whole",0
select * from users where id = 1 % ( $ )  or 1 = 1 -- 1,1
UNION ALL SELECT,1
The local authorities sold former Kindergarten Gartenstraße private buyer,0
"Saturday evening saw celebration tenth birthday organisation , already look back impressive results",0
"Once , W514 local association organising large exhibition",0
"Is possible protect e-mails read ? With encryption using OpenPGP standard , e-mail effectively protected read",0
"select * from users where id = 1. <@ union select version (  ) ,version (  )  -- 1",1
Wonks call mileage-based user fee,0
The majority pigs slaughtered six months old,0
"select * from users where id = 1 or ""; ( "" or 1 = 1 -- 1",1
Travel Association,0
' or 1 = 1--,1
It always taken place,0
""" or ""x"" = ""x",1
"select * from users where id = 1 union select @||1,version (  )  -- 1",1
&apos; OR,1
"select * from users where id = 1 + $+%1 union select null,@@VERSION -- 1",1
1 )  or pg_sleep ( __TIME__ ) --,1
"|| ( elt ( -3+5,bin ( 15 ) ,ord ( 10 ) ,hex ( char ( 45  )  )    )  )",1
"select * from users where id = 1 or 1#"". union select 'a',version (  )  -- 1",1
"select * from users where id = '1' union select $[""],@@VERSION -- 1'",1
"The unavailable punctuations sentence boundaries transcribed speech texts create barriers many subsequent processing tasks, summarization, information extraction, question answering machine translation",0
The building changed hands &quot; appropriate &quot; price,0
I spare effort implement mandate given member states realise vision sustainable development goals build success MDGs,0
"&quot; Loud declarations &apos; foreigners getting back queue &apos; &apos; Aussie jobs first &apos; unpleasant throwback time unions demanded protected labor market , &quot; told Australia India Institute today",0
"admin""or 1 = 1 or """" = """,1
The company fund using 60 per cent S $ 66m raised week listing Singapore stock exchange,0
Names participating lawmakers released coming days,0
select * from users where id = '1'   or 1 = 1 -- 1',1
Dog-lovers victorious Once athletes Bitz dog-lovers association victorious Rally Obedience Tournament,0
The job characterised great freedom variety,0
3: 00 p,0
select * from users where id = 1 +$ . or 1 = 1 -- 1,1
"Israeli warplanes attack target inside Syria , official says Israeli warplanes struck target inside Syrian port city Latakia Thursday night , senior administration official confirms Fox News",0
"Attorney Michael Moore said Thursday conducting formal investigation Johnson &apos;s death , noting several key questions remain unanswered",0
Gender nonconforming boys special camp,0
"Corporate leaders generally keen boast countermeasures taken , case hands advantage attacker",0
1' and 1 =  ( select count ( * )  from tablenames ) ; --,1
or true--,1
admin' )  or '1' = '1'--,1
"The question mark end input determined direct object modifier (dobj) identified, together long range clue auxiliary word occurs nominal subject (nsubj)",0
"In 2010 , authorities found roughly 700-yard passage equipped rail tracks extended kitchen Tijuana home two San Diego warehouses",0
||UTL_HTTP.REQUEST,1
zip 201704/00001491531967789,0
"Gender identification still well understood , experts United States say sex cannot determined , &apos;s better use best available information assign wait monitor child &apos;s psychological physical development undertaking surgery ,",0
The lawyer &apos;s downfall came police investigating Scarborough discovered regular phone contact Ditta February 2011,0
"The man must much, must make circumstances indifferent",0
"And: &quot; In society major crimes , detention camp full would-be criminals &quot;",0
pdf 201704/00001491531111591,0
Phuket police interviewed Bamford two days confessed fabricating story,0
"Authorities seized eight-and-a-half tons marijuana 327 pounds cocaine connection tunnel &apos;s discovery , according court records",0
031003000270000,1
'sqlattempt1,1
"However , given ease behaviour recorded , probably long understand tails sometimes go one way , sometimes",0
"According confession , five occasions got know women via Internet telephone contacts , sent onto streets weeks",0
The reforms plan accumulated assets parishes retained specified purpose,0
"select * from users where id = 1. <@ union select 1,version (  )  -- 1",1
"select * from users where id = 1 -@<@ union select null,version (  )  -- 1",1
or 2 > 1,1
Complete strangers arena thought phenomenal wanted photos taken,0
"select * from users where id = 1<@.. union select 1,version (  )  -- 1",1
Baroness Kramer said: &quot; Our goal HS2 truly national network bring UK cities closer together,0
"The activist group , tracking death toll network activists Syria , said Thursday 120,296 people died",0
"All three face maximum penalty life imprisonment , according authorities",0
"&quot; If want take peaceful stroll along section so-called Cloaca Maxima , &quot; says Schulze , encouraging guests",0
%2A%28%7C%28objectclass%3D%2A%29%29,1
"select * from users where id = '1' or 1^ = 1 union select 1,banner from v$version where rownum = 1 -- 1'",1
Television standards ? Even specific details pH value meat play role,0
declare @s varchar  ( 200 )  select @s  =  0x73656c6 ...,1
"admin"" --",1
"After various statements , forest ranger Christoph Wehle Life Project manager Cornelia Bischoff divided helpers groups",0
"The Leipferdingen Nursing Home turn 40 years old , Geisingen School new location 50 years celebrating 10 May , Polyhymnia Leipferdingen music association turn 150 years old celebrating part Brunnenfest &#91; Fountain Festival &#93; 4 7 July",0
Previous tobacco vaccines failed contained antibodies,0
Both unfortunate parties taken nearby hospitals,0
Regional Dean Georg Schmitt explained newly drawn-up guidelines pastoral care units arch-diocese Freiburg help presentation,0
"Her house located peaceful neighbourhood Stuttgart , plenty greenery , old tree population , nice neighbours much traffic",0
US Airways briefly tried charging beverages 2008 backed seven months later passengers complained major airline followed,0
Lu Ng (2010) uses dynamic conditional random fields perform sentence boundary sentence type prediction,0
"select * from users where id = 1 or \<$ union select 1,@@VERSION -- 1",1
"select * from users where id = 1 or $ . = 1 union select 1,@@VERSION -- 1",1
"NSA siphons data Google Yahoo - Snowden wants help Secret Service whistleblower , Edward Snowden , fundamental interest helping Germany clarify increasingly explosive NSA espionage scandal",0
'; exec xp_regread,1
respectively,0
"Next year &apos;s consistory would significant would first since Francis elected March year , Valero said",0
"This wild card procedure , Neckar Riesen one applicant fewer",0
'sqlvuln,1
'; exec master..xp_cmdshell 'ping 10.10.1.2'--,1
"select * from users where id = '1' or \.<$ union select 1,@@VERSION -- 1'",1
"&quot; We would welcome review CASA allowing use electronic devices really think improve customer experience (wireless in-flight entertainment) planes , &quot; spokesman said",0
0x77616974666F722064656C61792027303A303A313027 ...,1
cgi down_file http://hohohohoohoho,0
select * from users where id = 1 <@.$ or 1 = 1 -- 1,1
admin' or 1 = 1/*,1
"select * from users where id = 1 or "" )  ( "" = 1 or 1 = 1 -- 1",1
"This well old cathedral , barely noticed days",0
"This environmental aspect explained Friederike Tribukait Department Nature Conservation Freiburg Regional Council , following greeting Regional Councillor Tilman Bollacher , taken role patron wished campaign every success",0
"It probably long understand tails sometimes go one way , sometimes Prof Vallortigara said: &quot; We presented dogs movies dogs - either naturalistic version silhouette get rid confounding issues , could doctor movement tail present tail left right",0
select * from users where id = 1 or $<\ or 1 = 1 -- 1,1
"select * from users where id = 1 or ""1 ( "" = 1 or 1 = 1 -- 1",1
69 47164 F6 reply F6 1568 0 csdf1123mVwbHk =  9 134 e_qna eng modify 38 22747 22747 3945 556 V gallery2 view 366 3 F1 read F1 8628 80 sub0204 photo OPTOMA 218 30 02_01 1091 wr_datetime asc 2 sub0203 photo e_qna eng 8 18489 bbs338 12 view 132,0
cgi 60 9bedb57073 heartbeat nav-menus false yetglezip 41 49 PRODUCT393 PRODUCT393 bbs1 1 view 115,0
South Stream meant add diversity Russia &apos;s export routes Europe,0
"Under directorship Hermann Schneider , choir accompanied wind ensemble Frohsinn Tennenbronn Music Society , Noemi Lokodi organ",0
"select * from users where id = 1 or $+<$ union select 1,@@VERSION -- 1",1
Specialist Technical Rescue Officer Andy Clayton said: &apos; She precarious situation,0
But nobody quite ready three-year-old Fenton Kirkland,0
He said itinerary still worked,0
"The 70-minute performance glosses script host director &apos;s additions , well-known repertoire post-dramatic theatrical styles",0
Martin added &quot; Double Down &quot; definitively answer whether political probing reached Obama &apos;s desk,0
And top performance - entire range athletic ability represented,0
Their virtues penances,0
"Teams individual competitors pitted one another disciplines tossing caber , horseshoe tossing bucket carrying",0
"select * from users where id = 1 or ""]{"" or 1 = 1 -- 1",1
com/is?-WZx-uhyLezKNiYLvAbKL3W4oh5F749nr2KUmFFjZOU  <email_address>  <![CDATA[elwoodbuckley@freenet,0
Boeing disputes Airbus &apos;s figures seat measurements says manufacturers step decisions airlines balance fares facilities,0
"He added authors teachers &quot; overtly didactic &quot; &quot; total switch-off &quot; children , messages &quot; subliminated &quot; enjoyable stories",0
"The improvements reported joint model compared pipeline model Chinese richly inflected languages, shows also makes sense jointly perform punctuation prediction parsing, although two tasks POS tagging punctuation prediction different two ways: 1)",0
"Unfolding 1760s France , tells grim story Suzanne , young aristocrat sent convent family",0
'||UTL_HTTP.REQUEST,1
"Passengers often grumble baggage charges fees , airlines love",0
The US warns companies economic espionage countries,0
"&quot; With hundreds thousands receiving cancellation notices providers , Republicans slammed president recent days misleading American public",0
'/**/or/**/1/**/ = /**/1,1
"Report: Obama campaign considered dumping Biden Hillary Clinton President Barack Obama &apos;s closest advisers secretly considered replacing Vice President Joe Biden Hillary Clinton 2012 ticket , according New York Times",0
"select * from users where id = 1 +$ 1 union select null,@@VERSION -- 1",1
The traditional children &apos;s dance group Gutach also performing 11: 30 a,0
"Johanna Rahner continued: &quot; However , crucial challenge remains fear death &quot;",0
47 New York Stock Exchange Friday afternoon,0
What makes things difficult Rockers almost always observe consider complete silence appearing court - say absolutely nothing,0
union select,1
"Thus far , researchers know neither physical laws applied initial moments Big Bang , dark matter dark energy consist",0
Car driver seriously injured accident A 37-year-old car driver Aachen seriously injured accident Thursday evening,0
It really daring,0
"select * from users where id = 1 or "" ( ,"" = 1 or 1 = 1 -- 1",1
I hope days heard last conformity consistency,0
select * from users where id = '1' <@&1 or 1 = 1 -- 1',1
"As illustrated Figure 1(b), two commas predicted preceding words act adverbial modifiers (advmod) parsing",0
One 20 children United States food allergies,0
"&quot; Money presented case successful case transition , , &quot; said Drescher",0
He accompanied visit Russia two German journalists,0
select * from users where id = 1. or 1 = 1 -- 1,1
"For one will, actions harmonious, however unlike seem",0
"She explained meaning origin expressions , referred &quot; bridges past &quot;",0
or isNULL ( 1/0 )  /*,1
select * from users where id = 1 +  ( $+ )  or 1 = 1 -- 1,1
"select * from users where id = 1 or 1#""@ union select 'a',version (  )  -- 1",1
Phase One consist new high speed rail line London West Midlands,0
"Malaysia topped list 80 per cent GDP , 60 per cent 2008",0
The pipeline designed annual capacity 2,0
1 million barrels last week,0
"select * from users where id = 1 union select @<@,version (  )  -- 1",1
Our models linear complexity capable handling streams words length,0
"select * from users where id = 1 union select 1a#,banner from v$version where rownum = 1 -- 1",1
select * from users where id = '1' or !<@ or 1 = 1 -- 1',1
"US-Mexico drug tunnel railway found One sophisticated drug smuggling tunnels USA Mexico found , complete lighting , ventilation electric rail systems",0
' or '' ',1
So mouth warms protein raise pH level ice cream glow,0
Let us never bow apologize more,0
admin' or '1' = '1,1
"Regarding subject traffic , agenda Friday , SPD substantiated opposition car toll charge promoted CSU",0
Airbus Boeing supply seats offer catalogue suppliers airlines choose,0
"&quot; It also &quot; instructed Yangcheng Evening News Group undertake complete rectification New Express , recommended investigate relevant responsible persons New Express immediately revise New Express &apos;s leadership team",0
"select * from users where id = 1 +$+. union select null,@@VERSION -- 1",1
"Starting work (Zhang Nivre, 2011), paper extend transition-based dependency parsing sentence-level stream words integrate parsing punctuation prediction",0
"&quot; There massive impact entire Ultra movement , &quot; announced BVB Chairman Thursday evening panel discussion Frankfurt",0
The winners team individual contests receive prizes,0
The post hardly ever emptied Sundays &quot; Many citizens yet noticed red dots indicating Sunday post collection still found many post boxes town centre districts,0
"select * from users where id = 1 or "".%"" or 1 = 1 -- 1",1
"However , read small print yellow boxes operated Post AG , quickly find boxes longer emptied Sundays holidays , &quot; announced FDP",0
"And, course, much force withdrawn proper life",0
"&quot; Once airline verifies tolerance fleet , allow passengers use handheld , lightweight electronic devices tablets , e-readers , smartphones-at altitudes , &quot; FAA said",0
"select * from users where id = 1 or \.<\ union select 1,@@VERSION -- 1",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( USERNAME )  FROM  ( SELECT DISTINCT ( USERNAME ) , ROWNUM AS LIMIT FROM SYS.ALL_USERS )  WHERE LIMIT = 6  )  )   AND 'i' = 'i",1
"&quot; No , &quot; Mr Tripodi replied",0
pdf 201704/00001491530124766,0
' or userid like '%,1
"&quot; Possibly , &quot; Martin replied",0
"Until recently , really &apos;t feel sorry much grief caused people",0
"select * from users where id = 1 + ( 1 )  union select null,banner from v$version where rownum = 1 -- 1",1
"There debate constitutes actual onset puberty , considered &quot; precocious &quot; breast enlargement accompanied growth spurt age 8",0
"In total , EUR 15,000 material damage caused , announced police",0
"In sense , 2012 budgetary year , also recorded complete success",0
"And even could see physician , many Cameroonians &apos;t afford",0
Nor matter gauge try him,0
"The priority must jobs growth Britain , findings poll show , business means renewed focus trade fundamental change Brussels &quot; regulatory approach",0
It interesting see reactions south stand,0
00 a,0
; begin declare @var varchar ( 8000 )  set @var = ' ...,1
The experiments described journal Science Translational Medicine,0
"select * from users where id = 1 or 1#"" (  union select null,version (  )  -- 1",1
"And men, must accept highest mind transcendent destiny; minors invalids protected corner, cowards fleeing revolution, guides, redeemers, benefactors, obeying Almighty effort, advancing Chaos Dark",0
"Operations usually done schoolhouse , town hall home; procedure , patients get walk recovery area make way next person",0
On happiness dreaming camels Happiness oasis dreaming camels manage reach It piece Bedouin wisdom first ever chairman Wolfgang Henne described history fascination behind &quot; Helping Hands &quot; society,0
select * from users where id = 1 % ( 1 )  or 1 = 1 -- 1,1
"select * from users where id = 1 + @<@. union select 1,version (  )  -- 1",1
"This increase , however , result raised prices , rather fact time interval permitted parking meters ticketing machines reduced 30 20 minutes",0
\x27UNION SELECT,1
' group by userid having 1 = 1--,1
"Thousands motorists already taken black boxes , GPS monitoring , test drive",0
"Actor Orlando Bloom announced separation wife , supermodel Miranda Kerr",0
replace,1
The fighting underscored dangers chemical weapons &apos; inspectors face race tight deadlines mission rid Syria toxic arsenal midst ongoing civil war,0
The discussion paper outlines 12 measures previously considered former Immigration Minister Chris Bowen,0
select * from users where id = '1' * ( \ )  or 1 = 1 -- 1',1
"It accepts errors victims , builds",0
It tastes pretty good though,0
If &quot; genuineness &quot; criteria adopted visa applicant could scrutinised &quot; whether nomination genuine circumstances nominee relation personal associate owner relevant person sponsoring business,0
admin' or 1 = 1#,1
"When moved maisonette husband 20 years ago , simply pretty apartment green surroundings",0
select * from users where id = 1 or \<\. or 1 = 1 -- 1,1
"Of course , drivers must also play part keep eyes road",0
What happens e-mail transit ? E-mail short electronic mail,0
Plant whipping cream replace traditional whipping cream,0
"Some titles released Heyne Verlag publishing house , &apos; Haffman &apos;s cassette &apos; featuring 118 stories distributed Zweitaudenseins",0
"Charlie &apos;s experimental company , based Bristol , famed unusual flavours including beer , cheese , beef gold leaf",0
Favre et al,0
", contend valid safety reason prohibitions",0
"In case emergency , support provided Königsfeld daytime task force",0
"select * from users where id = '1'   union select null,banner from v$version where rownum = 1 -- 1'",1
"However , theoretically , possible",0
Scottish Secretary Alistair Carmichael added: &quot; Today &apos;s announcement good news Scotland,0
Google accused infringing seven patents,0
"No classified information danger , spokesperson said",0
"It perfect , lies",0
' or ''*',1
"The magnetic activity star , interaction magnetic field emitted particle radiation play important role",0
select * from users where id = '1' <@&@ or 1 = 1 -- 1',1
'; if not  (  (  select serverproperty ( 'isintegratedsecurityonly'  )  )   <> 0 )  waitfor delay '0:0:2' --,1
This unusual call-out,0
"select * from users where id = 1 or "" ( @"" or 1 = 1 -- 1",1
"Two sets lights close one another: intentional silly error ? Yesterday , Gutacht &apos;s Mayor gave clear answer question",0
delete,1
"4 per cent offered United Overseas Bank , local lender branch shopping centre",0
"NHTSA could review owner notification letter due 16-day government shutdown , tempered auto sales growth October",0
"5 metres , time possible unload Capesize bulk carriers",0
"1 and ascii ( lower ( substring  (  (  select top 1 name from sysobjects where xtype = 'u' ) , 1, 1  )  )   )  > 116",1
"select * from users where id = 1 or  ( $+ )  = 1 union select 1,@@VERSION -- 1",1
"However , visitors marvel two ornate church towers realise much discover beneath cathedral",0
"""  )  )   or sleep ( __TIME__ )  = """,1
"&quot; Germany &apos;s most-loved ham , &quot; said Jumbo , presenting Black Forest ham",0
"select * from users where id = 1 <@$$ union select 1,version (  )  -- 1",1
"website Catholic Online also opposed German law , writing &quot; world dragged new state , gender choice , sexual activity , reverse two pillars civilization",0
"On Saturday 7 September , Highland Games start 1: 30 p",0
"As result , seatbacks fail comply federal auto safety standards head restraints",0
UE1,1
"The government Jerusalem fails confirm attack Syrian airforce base On Thursday , American government official , wished remain anonymous , made statement American news broadcaster CNN , stating Israeli fighter planes attacked airforce base Syrian town Latakia day",0
The councillors agreed investigation conducted costs planned widening road would incur,0
"As crowds horse-showing experts gathered Cardiff battle Horse Year , knew competition would tough",0
admin' )  or '1' = '1,1
Neither good negotiators neither prepared make kind concessions necessary,0
Henne also mentioned new mother child hospital Nouakchott This particularly interesting time Nagold set away maternity clinic,0
"select * from users where id = 1 *1 union select null,banner from v$version where rownum = 1 -- 1",1
"select * from users where id = '1' or $+<$ union select 1,@@VERSION -- 1'",1
"select * from users where id = '1' + $ . union select 1,@@VERSION -- 1'",1
POS tags must-have features parsing punctuations not,0
"She vagina , uterus ovaries",0
He came idea reading research paper jellyfish convinced scientists China chemically recreate glowing protein,0
"But Anne Tamar-Mattis , executive director California-based legal group Advocates Informed Choice , worries German law &quot; invites labeling stigma",0
"select * from users where id = 1 *\. union select null,@@VERSION -- 1",1
"select * from users where id = 1 +$+ union select null,@@VERSION -- 1",1
23 OR 1 = 1,1
"select * from users where id = 1 <@.$ union select 1,version (  )  -- 1",1
admin' or '1' = '1'--,1
"For 30 years , Josef Winkler writing heart , telling hardships childhood youth",0
The problem known administrative department initial measures already taken,0
"Georgen three half years prison exploitative human trafficking , pimping , issuing threats grievous bodily harm",0
"Seeing father many countrymen suffer , Bwelle determined something",0
&quot; It &apos;s really important U,0
"On Sunday children also able enjoy clown , Otsch , pranks museum guests 11",0
The four musicians accompany Cuban rhythms guests bar time,0
"After five years robust growth since global financial crisis , cheap credit fuelled loose monetary policy advanced economies , lower- middle-income families turning pawn shops make difference economies slow",0
The teenager &apos;s parents said hope video footage contain clues died,0
That &apos;s 9 billion individual kernels corn,0
The organisation &apos;s desert vehicle also shown,0
"The objection conforming usages become dead is, scatters force",0
Some communications undoubtedly legitimate ones lawyer,0
"You remember , point President awful shape , like , &quot; Holy Christ , ? &quot; While Daley characterized research &quot; due diligence , &quot; Martin told CNN &apos;s Anderson Cooper re-election campaign made significant investment finding whether move would pay dividends polls",0
Coulson Brooks deny conspiring others hack phones October 3 2000 August 9 2006,0
1' or '1' = '1,1
1  )  )   or sleep ( __TIME__ ) #,1
"In close consultation authorities , position make warning signals quieter means implementation technical measures",0
and 1 in  ( select var from temp ) --,1
"The kick-off delayed account chaotic scenes , As result , BVB Chairman Hans Joachim Watzke invited heads Dortmund Ultras fan group office - Watzke &apos;s words believed , rather uncomfortable meeting fan representatives",0
"select * from users where id = 1 or ""$ ( "" or 1 = 1 -- 1",1
I expecting see gnashing teeth fight breaking gate,0
"select * from users where id = 1 or "". ) "" or 1 = 1 -- 1",1
Whether still Sunday collections Hofheim Rosengarten addressed inquiry FDP,0
select * from users where id = 1 <@1$ or 1 = 1 -- 1,1
"Referring drug gangs , Duffy assured: &quot; If continue build attempt use tunnels , determined make big waste dirty money &quot;",0
"&quot; It &apos;s two big men (Guebuza Dhlakama) butting heads together , &quot; said Joseph Hanlon , lecturer Open University Mozambique expert",0
"started first carry-on fee three years ago , fellow discounter Allegiant Air later followed",0
"What - drive red ? If affected person waited sufficiently long period time red light , provided crossing clear , drive , explained Stuttgart-based lawyer Ralf Becker &quot; Motorrad &quot; (Motorcycle) magazine",0
"Sorensen , former executive Midwest Airlines , flew Spirit recently wondered &apos;d find gate passengers encountered Spirit &apos;s unusual carry-on bag fee",0
Dieter Thomas Kuhn Stuttgart: The &quot; singing mountain wave &quot; open-air stage Stuttgart - &quot; When summer ? &quot; actually question people &apos;s lips Killesberg Open-Air Theatre Friday evening,0
"select * from users where id = 1 or "" ( {"" or 1 = 1 -- 1",1
Georges Bwelle one top 10 CNN Heroes 2013,0
"15 , service St",0
"Such growth pawn business ValueMax , operator outlet Bendemeer 15 others like Singapore , plans expand neighbouring Malaysia - four shops - outside Asia , says Yeah Lee Ching , ValueMax &apos;s executive director",0
The residents home delighted delicious cakes tarts,0
"&quot; The signals purpose security legally prescribed , &quot; said Matthias Schrell , Managing Director Rhenus Midgard Wilhelmshaven",0
group by userid having 1 = 1--,1
"In addition , visitors special opportunity get know open air museum carriage journey drawn Black Forest Chestnut horses",0
)  or pg_sleep ( __TIME__ ) --,1
"select * from users where id = 1 union select +!<1,version (  )  -- 1",1
"It may sound like paradox , precisely good figures could soon work expensive citizens",0
"A boy parlour pit playhouse; independent, irresponsible, looking corner people facts pass by, tries sentences merits, swift, summary way boys, good, bad, interesting, silly, eloquent, troublesome",0
11 stuck upright mat propped behind bleachers inside high school gym,0
"select * from users where id = 1 or 1#"". union select version (  ) ,version (  )  -- 1",1
select * from users where id = 1.<@$ or 1 = 1 -- 1,1
"select * from users where id = '1' or \<$ union select 1,@@VERSION -- 1'",1
"&quot; There need build enormous , unwieldy technological infrastructure inevitably expanded keep records individuals &apos; everyday comings goings",0
"In neighboring France , gender issues still controversial , according news report France 24",0
x' and members.email is NULL; --,1
(2008) integrate syntactic information PCFG parser log-linear combine local features sentence segmentation,0
&quot; There radical extremism world hell-bent determined try kill people blow people attack governments,0
I guess &apos;s nothing wrong going traditional,0
select * from users where id = 1 <@$ or 1 = 1 -- 1,1
"In , postal service miles mark comes public accessibility",0
"select * from users where id = 1 <@. union select 1,version (  )  -- 1",1
"select * from users where id = 1 or ""1 ) "" or 1 = 1 -- 1",1
"While Murphy said purpose trip help improve relationships , said &quot; tough love &quot; also dispensed",0
' or 'text'  =  n'text',1
Chief Executive Officer Pierre Beaudoin confident Bombardier would meet 300 firm order target time first jet put commercial use,0
' -- &password =,1
exec ( @s ),1
"To keep alive , well , &apos;s reason keep alive",0
"So , visitors open air museum expect varied holiday programme right end summer holidays Baden-Wuerttemberg",0
Surgery rendered infertile,0
"&quot; I &apos;m hopeful federal assistance package go long way towards taking state &apos;s public health system critical list , &quot; Mr Wilkie said",0
"The Sari Club levelled massive bomb loaded van parked outside detonated 11pm October 12 , 2002",0
"In New York City , transportation officials seeking develop taxing device would also equipped pay parking meter fees , provide &quot; pay-as-you-drive &quot; insurance , create pool real-time speed data drivers motorists could use avoid traffic",0
"Konstanz: Road block following accident Schänzle roundabout According police , accident occurred 51-year-old driver Swiss Seat Ibiza travelling town left lane two-lane Reichenaustrasse",0
uni/**/on sel/**/ect,1
"The matches doubles matches long set nine points , maximum duration 45 minutes",0
"Since 2006 , 77,000 people killed conjunction drug crime Mexico",0
"However , Häußler indicated funding would provided overall concept developed",0
Rather rattled U,0
' or user like '%,1
Only psychological strain becomes severe people give consideration,0
What cause death ? Was death result crime ? Moore said press conference Thursday afternoon,0
S &apos;s defensive stance surveillance programmes unprecedented admission occasions spying &quot; reached far inappropriately,0
1 U,0
"But spotted tail veer predominantly left (again tail-swishing dog &apos;s point view), heart rates picked looked anxious",0
We &apos;ve got remember,0
Johannes Kana already found guilty crime start week,0
"You learn great deal working doctor Africa , said Henne , example slow avoid burn-out",0
a' or 1 = 1--,1
They measured pets &apos; heart rates analysed behaviour,0
2 trillion cubic feet natural gas,0
I know,0
select * from users where id = 1 *1 or 1 = 1 -- 1,1
"select * from users where id = 1 or @#""{ = 1 or 1 = 1 -- 1",1
"select * from users where id = 1 or @#""; = 1 or 1 = 1 -- 1",1
She move muscle rescue - frozen solid,0
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( USERNAME )  FROM  ( SELECT DISTINCT ( USERNAME ) , ROWNUM AS LIMIT FROM SYS.ALL_USERS )  WHERE LIMIT = 2  )  )   AND 'i' = 'i",1
declare @q nvarchar  ( 200 )  select @q  =  0x770061006900740066006F0072002000640065006C00610079002000270030003A0030003A0031003000270000 exec ( @q ),1
Tony Abbott &apos;s daughters Frances Bridget,0
The 46-year-old actress revealed latest look LA Wednesday shared snap Twitter page,0
"select * from users where id = '1' <@$_ union select 1,version (  )  -- 1'",1
""" or isNULL ( 1/0 )  /*",1
anything' OR 'x' = 'x,1
Nearly 100 African migrants hoping travel Algeria die thirst two trucks break middle Sahara,0
Passengers buy tickets airline &apos;s website &apos;t pay,0
"In letter , Mr Snowden said believed support international community could persuade US government abandon criminal charges",0
Australian woman appeals Thai jail time A 21-year-old Sydney woman sentenced 15 days jail Phuket falsely claiming assaulted taxi driver appealing verdict granted bail,0
"Iran satisfied nuclear negotiations process Iran expressed satisfaction negotiation process , one week next nuclear meeting five UN veto powers Germany",0
")  )   or benchmark ( 10000000,MD5 ( 1  )  )  #",1
"So , still Words With Friends , online Scrabble-type game actor Alec Baldwin playing smartphone 2011 famously booted American Airlines jet refusing turn device plane parked gate",0
select * from users where id = 1 % ( @ )  or 1 = 1 -- 1,1
Qantas said would stick current rules,0
"select * from users where id = 1 or ""%1"" or 1 = 1 -- 1",1
277 6,0
"On last weekend August , Vogtsbauernhof Black Forest Open Air Museum Gutach near Hornberg firmly hands children",0
"select * from users where id = '1' union select \,@@VERSION -- 1'",1
"select * from users where id = 1 or "" (  ) "" or 1 = 1 -- 1",1
The team &apos;s eye goal must considerably improved,0
"select * from users where id = 1 union select @ _,version (  )  -- 1",1
